Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Primary %,Won Primary,Rep Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Rocky Chavez,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,15.66,No,Yes,,,,,,,,,,No,,,,H8CA49124,"CHAVEZ, ROCKY",O,2.0,REP,425255.86,0.0,425255.86,0.0,0.0,0.0,127438.7,127438.7,0.0,127438.7,0.0,0.0,141777.0,CA,49.0,,,,,,16499.0,0.0,08/15/2018,2150.0,0.0,chavez, rocky,
Rocky Chavez,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,15.66,No,Yes,,,,,,,,,,No,,,,S6CA00626,"CHAVEZ, ROCKY",O,2.0,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35085.0,0.0,CA,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,chavez, rocky,
Joshua Schoonover,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.55,No,No,,,,,,,,,,No,,,,H8CA50155,"SCHOONOVER, JOSHUA",O,2.0,REP,12322.56,0.0,12322.56,0.0,0.0,-439.88,5247.56,0.0,0.0,0.0,0.0,0.0,7075.0,CA,49.0,,,,,,0.0,0.0,06/05/2018,0.0,0.0,schoonover, joshua,
Brian Maryott,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,6.26,No,No,,,,,,,,,,No,,,,H8CA49108,"MARYOTT, BRIAN",O,2.0,REP,760193.75,0.0,750435.93,0.0,0.0,9757.82,50.0,700000.0,0.0,0.0,0.0,10000.0,52178.0,CA,49.0,,,,,,0.0,0.0,12/31/2018,2700.0,0.0,maryott, brian,
Craig Nordal,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.31,No,No,,,,,,,,,,No,,,,H8CA49157,"NORDAL, CRAIG",O,2.0,REP,11821.14,0.0,11907.99,0.0,0.0,69.22,0.0,10685.89,0.0,650.0,0.0,10035.89,436.25,CA,49.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,nordal, craig,
Michael Schmitt,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,2.72,No,No,,,,,,,,,,No,,,,H8CA49132,"SCHMITT, MICHAEL D",O,2.0,REP,8060.54,0.0,7861.13,0.0,0.0,199.41,0.0,0.0,0.0,0.0,0.0,7670.13,7060.54,CA,49.0,,,,,,1000.0,0.0,12/31/2018,0.0,0.0,schmitt, michael d,
Juan Hidalgo,CA,U.S. House California District 51,Representative,Regular,6/5/18,Advanced,None,On the Ballot,49.39,Yes,,,,,,,,,,,,,,,H8CA51062,"HIDALGO, JUAN",C,2.0,REP,73237.31,0.0,70579.68,0.0,0.0,2657.63,0.0,0.0,0.0,0.0,0.0,0.0,62201.87,CA,51.0,,,,,,6250.0,285.44,12/31/2018,500.0,0.0,hidalgo, juan,
John Renison Jr.,CA,U.S. House California District 51,Representative,Regular,6/5/18,Lost,None,None,45.22,No,,,,,,,,,,,,,,,H8CA51054,"RENISON, JOHN",C,2.0,REP,52810.18,0.0,52842.18,0.0,0.0,271.89,5250.0,40673.98,0.0,273.89,0.0,500.0,5745.0,CA,51.0,,,,,,0.0,1141.2,12/31/2018,0.0,0.0,renison, john,
Omar Qudrat,CA,U.S. House California District 52,Representative,Regular,6/5/18,Advanced,None,On the Ballot,37.28,Yes,No,,,,,,,,,,,,,,H8CA52102,"QUDRAT, OMAR",C,2.0,REP,375254.09,0.0,372812.13,0.0,0.0,2441.96,0.0,70000.0,0.0,0.0,0.0,71250.0,295315.27,CA,52.0,,,,,,9300.0,638.82,12/31/2018,350.0,400.0,qudrat, omar,
James Veltmeyer,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,27.81,No,No,,,,,,,,,,,,,,H8CA52110,"VELTMEYER, JAMES",C,2.0,REP,250657.35,0.0,250657.35,0.0,0.0,0.0,69530.05,88500.0,0.0,0.0,0.0,93092.5,92423.58,CA,52.0,,,,,,0.0,0.0,12/31/2018,3013.0,0.0,veltmeyer, james,
James Veltmeyer,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,27.81,No,No,,,,,,,,,,,,,,H6CA53054,"VELTMEYER, JAMES",C,2.0,REP,47057.81,0.0,48704.69,0.0,1646.88,0.0,0.0,0.0,0.0,0.0,12500.0,0.0,47057.81,CA,53.0,,,,,,0.0,0.0,05/18/2017,0.0,0.0,veltmeyer, james,
John Horst,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,8.25,No,No,,,,,,,,,,,,,,H6CA52148,"HORST, JOHN H",C,2.0,REP,29234.98,0.0,29771.6,0.0,-1653.06,-2189.68,14366.96,0.0,0.0,0.0,0.0,14065.56,14724.78,CA,52.0,,,,,,0.0,0.0,07/15/2018,0.0,0.0,horst, john h,
Daniel Casara,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,11.2,No,No,,,,,,,,,,,,,,H8CA50130,"CASARA, DANIEL",C,2.0,REP,30802.77,0.0,30802.77,0.0,0.0,0.0,0.0,6500.0,0.0,761.59,0.0,5738.41,23302.77,CA,52.0,,,,,,1000.0,0.0,06/30/2018,0.0,0.0,casara, daniel,
Michael Allman,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,9.57,No,Yes,,,,,,,,,,,,,,H8CA52136,"ALLMAN, MICHAEL",C,2.0,REP,415109.45,0.0,415109.45,0.0,0.0,0.0,77.45,300000.0,0.0,33204.34,0.0,0.0,113032.0,CA,52.0,,,,,,2000.0,0.0,11/06/2018,13110.0,0.0,allman, michael,
Jeffrey Cullen,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,5.88,No,No,,,,,,,,,,,,,,H8CA52151,"CULLEN, JEFFREY",C,2.0,REP,24245.0,0.0,24339.0,0.0,100.0,5.0,24245.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,52.0,,,,,,0.0,0.0,07/15/2018,0.0,0.0,cullen, jeffrey,
Morgan Murtaugh,CA,U.S. House California District 53,Representative,Regular,6/5/18,Advanced,None,On the Ballot,42.73,Yes,,,,,,,,,,,,,,,H8CA53084,"MURTAUGH, MORGAN",C,2.0,REP,94570.86,0.0,94570.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94570.86,CA,53.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,murtaugh, morgan,
Matthew Mendoza,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,None,40.43,No,,,,,,,,,,,,,,,H6CA53062,"MENDOZA, MATTHEW JAMES",C,2.0,REP,5840.0,0.0,280.0,0.0,0.0,5559.0,5700.0,0.0,0.0,0.0,0.0,0.0,140.0,CA,53.0,,,,,,0.0,0.0,03/05/2018,0.0,0.0,mendoza, matthew james,
Andrew Grant,CA,U.S. House California District 7,Representative,Regular,6/5/18,Advanced,None,On the Ballot,69.15,Yes,Yes,,,,,,,,,,,,Yes,,H8CA07056,"GRANT, ANDREW",C,2.0,REP,566014.2,11773.74,549841.35,0.0,0.0,16172.85,25.0,0.0,0.0,0.0,0.0,2320.82,517784.13,CA,7.0,,,,,,33650.0,0.0,12/31/2018,2950.0,0.0,grant, andrew,
Yona Barash,CA,U.S. House California District 7,Representative,Regular,6/5/18,Lost,None,None,30.85,No,No,,,,,,,,,,,,No,,H8CA07072,"BARASH, YONA",C,2.0,REP,321947.52,0.0,321947.52,0.0,0.0,0.0,7506.24,140000.0,0.0,132871.83,0.0,0.0,174331.5,CA,7.0,,,,,,0.0,0.0,08/23/2018,20700.0,0.0,barash, yona,
Marla Livengood,CA,U.S. House California District 9,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,Yes,,,,,,,,,H8CA09144,"LIVENGOOD, MARLA",C,2.0,REP,99966.73,0.0,97462.93,0.0,0.0,1947.57,0.0,0.0,0.0,0.0,0.0,7000.0,97503.62,CA,9.0,,,,,,1500.0,250.0,12/31/2018,350.0,0.0,livengood, marla,
Ricardo De La Fuente,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,,,,,,No,,,,,,,,,H8CA34274,"FUENTE, RICARDO DE LA",C,1.0,DEM,176031.56,0.0,176023.33,0.0,0.0,8.23,0.0,155670.56,0.0,228.12,0.0,186176.59,20361.0,CA,34.0,,,,,,0.0,0.0,09/30/2017,0.0,0.0,fuente, ricardo de la,
Ricardo De La Fuente,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,,,,,,No,,,,,,,,,H8FL24067,"FUENTE, RICARDO DE LA",C,1.0,DEM,74324.34,0.0,74324.34,0.0,0.0,0.0,0.0,74324.34,0.0,112.3,0.0,10600.0,0.0,FL,24.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,fuente, ricardo de la,
Thomas Palzer,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,9.26,No,,,,,,No,,,,,,,,,S6CA00675,"PALZER, THOMAS EDWARD",C,2.0,REP,11.1,0.0,157.1,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,0.0,,,,,,0.0,0.0,07/31/2018,0.0,0.0,palzer, thomas edward,
Patrick Little,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,4.06,No,,,,,,No,,,,,,,,,S8CA00606,"LITTLE, PATRICK",C,2.0,REP,13653.0,0.0,13111.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,13553.0,CA,0.0,,,,,,0.0,100.0,12/31/2018,199.0,0.0,little, patrick,
Erin Cruz,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,12.06,No,,,,,,No,,,,,,,,,S8CA00440,"CRUZ, ERIN",C,2.0,REP,32488.0,0.0,31795.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,31477.0,CA,0.0,,,,,,0.0,30.0,12/31/2018,125.0,0.0,cruz, erin,
Mario Nabliba,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,1.77,No,,,,,,No,,,,,,,,,S8CA00523,"NABLIBA, MARIO",C,2.0,REP,9630.0,0.0,9629.0,0.0,0.0,0.0,0.0,6360.0,0.0,4342.0,0.0,0.0,3270.0,CA,0.0,,,,,,0.0,0.0,06/21/2018,0.0,0.0,nabliba, mario,
Paul Taylor,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,14.59,No,,,,,,Yes,,,,,,,,,S8CA00481,"TAYLOR, PAUL ALLEN MR",C,2.0,REP,9973.0,0.0,9972.0,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,150.0,4473.0,CA,0.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,taylor, paul allen mr,
Arun Bhumitra,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,15.82,No,,,,,,No,,,,,,,,,S8CA00572,"BHUMITRA, ARUN K",C,2.0,REP,70667.0,0.0,70667.0,0.0,0.0,0.0,0.0,56662.0,0.0,0.0,0.0,0.0,14005.0,CA,0.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,bhumitra, arun k,
Casper Stockham,CO,U.S. House Colorado District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H6CO01208,"STOCKHAM, CASPER",C,2.0,REP,109.86,0.0,636.18,0.0,526.32,0.0,109.86,0.0,0.0,0.0,0.0,0.0,0.0,CO,1.0,,,,,,0.0,0.0,01/03/2017,0.0,0.0,stockham, casper,
Casper Stockham,CO,U.S. House Colorado District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CO01162,"STOCKHAM, CASPER",C,2.0,REP,35230.13,0.0,35566.45,0.0,0.0,-336.32,0.0,0.0,0.0,0.0,0.0,0.0,34367.0,CO,1.0,,,,,,176.76,0.0,11/30/2018,0.0,0.0,stockham, casper,
Peter Yu,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CO02251,"YU, PETER",O,2.0,REP,67708.0,0.0,67708.0,0.0,0.0,0.0,0.0,3500.0,0.0,3500.0,0.0,0.0,60358.0,CO,2.0,,,,,,2350.0,1500.0,12/31/2018,0.0,0.0,yu, peter,
Mark Barrington,CO,U.S. House Colorado District 7,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CO07094,"BARRINGTON, MARK",C,2.0,REP,54976.96,0.0,54976.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54251.96,CO,7.0,,,,,,725.0,0.0,12/31/2018,20.0,0.0,barrington, mark,
Danny Postemski,CT,U.S. House Connecticut District 2,Representative,Regular,8/14/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CT02101,"POSTEMSKI, DANNY FRANK MR JR",C,2.0,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,2.0,,,,,,0.0,0.0,10/17/2018,0.0,0.0,postemski, danny frank mr jr,
Harry Arora,CT,U.S. House Connecticut District 4,Representative,Regular,8/14/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8CT04214,"ARORA, HARRY",C,2.0,REP,754776.65,0.0,754776.65,0.0,0.0,0.0,27.28,500000.0,0.0,37853.43,0.0,212146.57,253854.37,CT,4.0,,,,,,595.0,0.0,12/31/2018,3550.0,0.0,arora, harry,
Manny Santos,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Advanced,None,On the Ballot,51.7,Yes,,,,,,,,,,,,,,,H8CT05187,"SANTOS, MANNY",O,2.0,REP,76037.51,0.0,75953.33,0.0,0.0,84.18,0.0,2700.0,0.0,200.0,0.0,2844.31,67329.7,CT,5.0,,,,,,5500.0,500.0,12/31/2018,0.0,0.0,santos, manny,
Ruby Corby O'Neill,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Lost,None,None,26.7,No,,,,,,,,,,,,,,,H8CT05237,"O'NEILL, RUBY DR.",O,2.0,REP,131458.0,0.0,127082.3,0.0,0.0,85675.7,0.0,81300.0,0.0,0.0,0.0,81300.0,50158.0,CT,5.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,o'neill, ruby dr.,
Richard DuPont,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Lost,None,None,21.7,No,,,,,,,,,,,,,,,H8CT05229,"DUPONT, RICHARD",O,2.0,REP,139031.46,0.0,138585.72,0.0,0.0,445.74,0.0,78600.0,0.0,28700.0,0.0,49900.0,60431.46,CT,5.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,dupont, richard,
Matthew Corey,CT,U.S. Senate Connecticut,Senator,Regular,8/14/18,Advanced,None,On the Ballot,76.7,Yes,,,,,,,,,,,,,,,H2CT01189,"COREY, MATTHEW M MR",C,2.0,REP,0.0,0.0,15.0,0.0,-2718.56,-2733.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,1.0,,,,,,0.0,0.0,01/26/2017,0.0,0.0,corey, matthew m mr,
Matthew Corey,CT,U.S. Senate Connecticut,Senator,Regular,8/14/18,Advanced,None,On the Ballot,76.7,Yes,,,,,,,,,,,,,,,S8CT00121,"COREY, MATTHEW MCKINNON",C,2.0,REP,190461.61,0.0,173092.4,0.0,0.0,17367.96,818.0,13000.0,0.0,0.0,0.0,16695.53,170543.61,CT,0.0,,,,,,2500.0,3600.0,12/31/2018,0.0,0.0,corey, matthew mckinnon,
Dominic Rapini,CT,U.S. Senate Connecticut,Senator,Regular,8/14/18,Lost,None,None,23.3,No,,,,,,,,,,,,,,,S8CT00113,"RAPINI, DOMINIC",C,2.0,REP,198123.57,0.0,168307.75,0.0,0.0,46631.07,0.0,75991.57,0.0,0.0,0.0,30000.0,122131.0,CT,0.0,,,,,,0.0,0.0,12/31/2018,1000.0,0.0,rapini, dominic,
Lee Murphy,DE,U.S. House Delaware At-large District,Representative,Regular,9/6/18,Lost,None,None,47.0,No,,,,,,,,,,,,,,,H8DE01044,"MURPHY, LEE H",C,2.0,REP,20639.0,0.0,25591.86,0.0,2660.72,2177.54,0.0,0.0,0.0,0.0,0.0,0.0,19439.0,DE,0.0,,,,,,1200.0,0.0,12/31/2018,0.0,0.0,murphy, lee h,
Scott Walker,DE,U.S. House Delaware At-large District,Representative,Regular,9/6/18,Advanced,None,On the Ballot,53.0,Yes,,,,,,,,,,,,,,,P60006046,"WALKER, SCOTT",O,2.0,REP,77423.96,0.0,143746.55,0.0,71869.96,5547.37,0.0,0.0,0.0,0.0,0.0,40635.48,355.0,00,0.0,,,,,,0.0,0.0,12/31/2018,5400.0,0.0,walker, scott,
Gene Truono,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,28.0,No,,,,,,,,,,,,,,,S8DE00129,"TRUONO, GENE",C,2.0,REP,282633.99,0.0,282089.16,0.0,0.0,544.64,25025.0,173100.99,0.0,0.0,0.0,195842.05,80958.0,DE,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,truono, gene,
Rob Arlett,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Advanced,None,On the Ballot,66.8,Yes,,,,,,,,,,,,,,,S8DE00145,"ARLETT, ROB",C,2.0,REP,225814.0,0.0,223795.11,0.0,0.0,2019.71,0.0,0.0,0.0,0.0,0.0,11995.8,199552.0,DE,0.0,,,,,,4150.0,0.0,12/31/2018,2500.0,0.0,arlett, rob,
Roque De La Fuente,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,,,,,,,,,,,,,,,P60016342,"FUENTE, ROQUE ROCKY DE LA",O,1.0,DEM,1410760.98,0.0,1440483.88,0.0,1046.08,2343.18,0.0,1410694.5,0.0,86597.55,0.0,9320065.61,50.0,00,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,,,,,,,,,,,,,,,S8CA00598,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,1410760.98,0.0,1440483.88,0.0,1046.08,2343.18,0.0,1410694.5,0.0,86597.55,0.0,9320065.61,50.0,CA,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,,,,,,,,,,,,,,,S8DE00178,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,0.0,4560.0,0.0,-4560.0,0.0,DE,0.0,,,,,,0.0,0.0,10/01/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,,,,,,,,,,,,,,,S8FL00299,"FUENTE, ROQUE ""ROCKY"" DE LA",C,2.0,REP,45000.0,0.0,45000.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,FL,0.0,,,,,,0.0,0.0,10/02/2018,0.0,0.0,fuente," roque ""rocky"" de la",
Roque De La Fuente,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,,,,,,,,,,,,,,,S8RI00151,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,100000.0,0.0,47761.14,0.0,0.0,52238.86,0.0,100000.0,0.0,25000.0,0.0,75000.0,0.0,RI,0.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,fuente, roque rocky de la,
George Buck,FL,U.S. House Florida District 13,Representative,Regular,8/28/18,Advanced,None,On the Ballot,56.0,Yes,,,,,,Yes,,,,,,,,,H8FL13136,"BUCK, GEORGE WILLIAM PHD",C,2.0,REP,42527.82,0.0,42519.44,0.0,0.0,8.38,1425.06,7000.0,0.0,1700.0,0.0,9670.0,34102.76,FL,13.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,buck, george william phd,
Bradley Sostack,FL,U.S. House Florida District 13,Representative,Regular,8/28/18,Lost,None,None,44.0,No,,,,,,No,,,,,,,,,H8FL13144,"SOSTACK, BRADLEY",C,2.0,REP,161366.96,0.0,161366.96,0.0,0.0,0.0,0.0,51945.66,0.0,40.0,0.0,0.0,104421.3,FL,13.0,,,,,,5000.0,0.0,09/30/2018,7700.0,0.0,sostack, bradley,
Neil Combee,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Lost,None,None,34.1,No,,,,,,No,,,,,,,,,H8FL15222,"COMBEE, NEIL",O,2.0,REP,217665.0,0.0,217577.48,0.0,0.0,87.52,0.0,0.0,0.0,0.0,0.0,0.0,205165.0,FL,15.0,,,,,,12500.0,0.0,12/31/2018,5500.0,0.0,combee, neil,
Ross Spano,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Advanced,None,On the Ballot,43.7,Yes,,,,,,,,,,,,,,,H8FL15230,"SPANO, ROSS",O,2.0,REP,935843.75,17380.8,934198.85,0.0,0.0,1644.9,0.0,174500.0,0.0,5000.0,0.0,323153.1,436116.75,FL,15.0,,,,,,267853.45,0.0,12/31/2018,0.0,1000.0,spano, ross,
Sean Harper,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Lost,None,None,10.0,No,,,,,,No,,,,,,,,,H8FL15263,"HARPER, SEAN",O,2.0,REP,103289.22,0.0,103289.22,0.0,0.0,0.0,5601.21,10440.0,0.0,0.0,0.0,10440.0,87248.01,FL,15.0,,,,,,0.0,0.0,10/25/2018,8100.0,0.0,harper, sean,
Danny Kushmer,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Lost,None,None,6.7,No,,,,,,,,,,,,,,,H8FL15248,"KUSHMER, DANNY",O,2.0,REP,77077.25,0.0,77077.25,0.0,0.0,0.0,0.0,52000.0,0.0,1476.87,0.0,0.0,25077.25,FL,15.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,kushmer, danny,
Ed Shoemaker,FL,U.S. House Florida District 15,Representative,Regular,8/28/18,Lost,None,None,5.5,No,,,,,,No,,,,,,,,,H8FL15214,"SHOEMAKER, ED",O,2.0,REP,21952.0,0.0,21952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21952.0,FL,15.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,shoemaker, ed,
Greg Steube,FL,U.S. House Florida District 17,Representative,Regular,8/28/18,Advanced,None,On the Ballot,62.4,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,No,No,,H8FL17053,"STEUBE, GREG",O,2.0,REP,879106.19,0.0,694037.76,10000.0,0.0,185068.43,0.0,15000.0,0.0,15000.0,0.0,0.0,616756.19,FL,17.0,,,,,,247150.0,200.0,12/31/2018,0.0,0.0,steube, greg,
Julio Gonzalez,FL,U.S. House Florida District 17,Representative,Regular,8/28/18,Lost,None,None,18.3,No,,,,,No,,,No,No,No,No,Yes,Yes,,H8FL17046,"GONZALEZ, JULIO",O,2.0,REP,601425.64,0.0,593189.93,0.0,0.0,8235.71,2080.91,150000.0,0.0,122500.0,0.0,27500.0,371844.73,FL,17.0,,,,,,70500.0,7000.0,12/31/2018,9750.0,0.0,gonzalez, julio,
Bill Akins,FL,U.S. House Florida District 17,Representative,Regular,8/28/18,Lost,None,None,19.3,No,,,,,No,No,,No,No,No,No,No,No,,H8FL17038,"AKINS, BILL",O,2.0,REP,32285.07,0.0,32285.07,0.0,0.0,0.0,0.0,18760.32,0.0,0.0,0.0,18760.32,13425.36,FL,17.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,akins, bill,
Nicolas Kimaz,FL,U.S. House Florida District 22,Representative,Regular,8/28/18,Advanced,None,On the Ballot,41.0,Yes,,,,,,No,,,,,,,,,H8FL22061,"KIMAZ, NICOLAS T MR.",C,2.0,REP,202905.02,0.0,202834.66,0.0,0.0,70.36,31097.48,118450.0,0.0,1180.0,0.0,117270.0,53357.54,FL,22.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,kimaz, nicolas t mr.,
Javier Manjarres,FL,U.S. House Florida District 22,Representative,Regular,8/28/18,Lost,None,None,33.9,No,,,,,,Yes,,,,,,,,,H8FL22079,"MANJARRES, JAVIER",C,2.0,REP,87122.16,0.0,87122.16,0.0,0.0,0.0,5013.07,0.0,0.0,0.0,0.0,0.0,79609.09,FL,22.0,,,,,,2500.0,0.0,12/21/2018,5200.0,0.0,manjarres, javier,
Eddison Walters,FL,U.S. House Florida District 22,Representative,Regular,8/28/18,Lost,None,None,25.1,No,,,,,,No,,,,,,,,,H6AL07166,"WALTERS, EDDISON T",O,1.0,DEM,15416.31,0.0,14124.81,0.0,0.0,1291.5,0.0,11530.31,0.0,390.0,0.0,11342.65,3850.0,AL,7.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,walters, eddison t,
Eddison Walters,FL,U.S. House Florida District 22,Representative,Regular,8/28/18,Lost,None,None,25.1,No,,,,,,No,,,,,,,,,H8FL22095,"WALTERS, EDDISON T",C,2.0,REP,15416.31,0.0,14124.81,0.0,0.0,1291.5,0.0,11530.31,0.0,390.0,0.0,11342.65,3850.0,FL,22.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,walters, eddison t,
Carla Spalding,FL,U.S. House Florida District 23,Representative,Regular,8/28/18,Lost,None,None,21.5,No,,,,,,,,,,,,,,,H6FL18121,"SPALDING, CARLA ARLENE",C,3.0,IND,779003.61,0.0,779206.99,0.0,203.38,0.0,0.0,1205.81,0.0,9542.18,0.0,0.0,775416.07,FL,18.0,,,,,,200.0,0.0,12/14/2018,908.0,0.0,spalding, carla arlene,
Joe Kaufman,FL,U.S. House Florida District 23,Representative,Regular,8/28/18,Advanced,None,On the Ballot,44.7,Yes,,,,,,,,,,,,,,,H2FL20043,"KAUFMAN, JOE",C,2.0,REP,139860.83,0.0,499608.62,0.0,389080.8,29333.01,0.0,0.0,0.0,0.0,0.0,89862.53,139860.83,FL,23.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,kaufman, joe,
Carlos Reyes,FL,U.S. House Florida District 23,Representative,Regular,8/28/18,Lost,None,None,33.8,No,,,,,,,,,,,,,,,H8FL23051,"REYES, CARLOS JOSE JR.",C,2.0,REP,381353.09,0.0,380908.25,0.0,0.0,444.84,4900.0,80350.0,0.0,0.0,0.0,99443.88,292864.61,FL,23.0,,,,,,500.0,0.0,12/31/2018,10150.0,0.0,reyes, carlos jose ,
